SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,DAY_OF_CONSOM,CONSOM_PER_DAY,BILLS,STD
0307KO,2019-12-01,2019-12-31,1808,"249,48",30,,31,
0307KO,2020-01-01,2020-01-31,1807,"248,23",30,,31,
0307KO,2020-02-01,2020-02-29,1692,"233,00",28,,31,
0307KO,2020-03-01,2020-03-31,1822,"250,22",30,,31,
0307KO,2020-04-01,2020-04-30,1770,"243,33",29,,31,
0307KO,2020-05-01,2020-05-31,1836,"252,07",30,,31,
0307KO,2020-06-01,2020-06-30,1790,"245,98",29,,31,
0307KO,2020-07-01,2020-07-31,1855,"254,59",30,,31,
0307KO,2020-08-01,2020-08-31,1863,"255,65",30,,31,
0307KO,2020-09-01,2020-09-30,1785,"245,32",29,,31,
0307KO,2020-10-01,2020-10-31,1804,"247,83",30,,31,
0307KO,2020-11-01,2020-11-30,1707,"226,13",29,,31,
0308BB,2018-01-01,2018-01-31,2127,"288,14",30,,35,
0308BB,2018-02-01,2018-02-28,1986,"270,28",27,,35,
0308BB,2018-03-01,2018-03-31,2151,"291,07",30,,35,
0308BB,2018-04-01,2018-04-30,2085,"267,98",29,,35,
0308BB,2018-05-01,2018-05-31,2160,"277,44",30,,35,
0308BB,2018-06-01,2018-06-30,2093,"268,96",29,,35,
0308BB,2018-07-01,2018-07-31,2169,"278,79",30,,35,
0308BB,2018-08-01,2018-08-31,2180,"280,29",30,,35,
0308BB,2018-09-01,2018-09-30,2089,"270,30",29,,35,
0308BB,2018-10-01,2018-10-31,2149,"277,85",30,,35,
0308BB,2018-11-01,2018-11-30,2072,"267,96",29,,35,
0308BB,2018-12-01,2018-12-31,2125,"274,61",30,,35,
0308BB,2019-01-01,2019-01-31,2125,"261,80",30,,35,
0308BB,2019-02-01,2019-02-28,1924,"237,64",27,,35,
0308BB,2019-03-01,2019-03-31,2123,"261,52",30,,35,
0308BB,2019-04-01,2019-04-30,2065,"254,63",29,,35,
0308BB,2019-05-01,2019-05-31,2141,"263,47",30,,35,
0308BB,2019-06-01,2019-06-30,2112,"260,56",29,,35,
0308BB,2019-07-01,2019-07-31,2190,"270,02",30,,35,
0308BB,2019-08-01,2019-08-31,2177,"268,25",30,,35,
0308BB,2019-09-01,2019-09-30,2075,"255,98",29,,35,
0308BB,2019-10-01,2019-10-31,2140,"263,46",30,,35,
0308BB,2019-11-01,2019-11-30,2057,"253,49",29,,35,
0308BB,2019-12-01,2019-12-31,2120,"260,96",30,,35,
0308BB,2020-01-01,2020-01-31,2120,"300,61",30,,35,
0308BB,2020-02-01,2020-02-29,1984,"282,76",28,,35,
0308BB,2020-03-01,2020-03-31,2141,"303,78",30,,35,
0308BB,2020-04-01,2020-04-30,2074,"293,56",29,,35,
0308BB,2020-05-01,2020-05-31,2146,"303,41",30,,35,
0308BB,2020-06-01,2020-06-30,2095,"296,39",29,,35,
0308BB,2020-07-01,2020-07-31,2168,"306,46",30,,35,
0308BB,2020-08-01,2020-08-31,2179,"308,29",30,,35,
0308BB,2020-09-01,2020-09-30,1999,"283,31",29,,35,
0308BB,2020-10-01,2020-10-31,1978,"280,62",30,,35,
0308BB,2020-11-01,2020-11-30,1911,"264,33",29,,35,
0308BR,2018-01-01,2018-11-25,25481,"2 890,97",328,,3,
0308BR,2018-11-26,2018-12-31,2994,"339,31",35,,3,
0308BR,2019-01-01,2019-12-31,28428,"3 166,61",364,,3,
0308KO,2018-01-01,2018-01-31,943,"120,22",30,,35,
0308KO,2018-02-01,2018-02-28,848,"108,77",27,,35,
0308KO,2018-03-01,2018-03-31,925,"118,05",30,,35,
0308KO,2018-04-01,2018-04-30,900,"115,04",29,,35,
0308KO,2018-05-01,2018-05-31,947,"120,70",30,,35,
0308KO,2018-06-01,2018-06-30,929,"118,53",29,,35,
0308KO,2018-07-01,2018-07-31,964,"122,81",30,,35,
0308KO,2018-08-01,2018-08-31,992,"126,19",30,,35,
0308KO,2018-09-01,2018-09-30,923,"118,60",29,,35,
0308KO,2018-10-01,2018-10-31,940,"120,66",30,,35,
0308KO,2018-11-01,2018-11-30,978,"125,27",29,,35,
0308KO,2018-12-01,2018-12-31,1017,"130,00",30,,35,
0308KO,2019-01-01,2019-01-31,1022,"143,24",30,,35,
0308KO,2019-02-01,2019-02-28,920,"129,62",27,,35,
0308KO,2019-03-01,2019-03-31,1020,"142,98",30,,35,
0308KO,2019-04-01,2019-04-30,993,"139,37",29,,35,
0308KO,2019-05-01,2019-05-31,1036,"145,12",30,,35,
0308KO,2019-06-01,2019-06-30,1054,"147,52",29,,35,
0308KO,2019-07-01,2019-07-31,1064,"148,86",30,,35,
0308KO,2019-08-01,2019-08-31,1079,"150,86",30,,35,
0308KO,2019-09-01,2019-09-30,1016,"142,44",29,,35,
0308KO,2019-10-01,2019-10-31,1030,"144,31",30,,35,
0308KO,2019-11-01,2019-11-30,991,"139,10",29,,35,
0308KO,2019-12-01,2019-12-31,1021,"143,11",30,,35,
0308KO,2020-01-01,2020-01-31,1017,"142,22",30,,35,
0308KO,2020-02-01,2020-02-29,925,"130,03",28,,35,
0308KO,2020-03-01,2020-03-31,1015,"141,95",30,,35,
0308KO,2020-04-01,2020-04-30,1533,"210,57",29,,35,
0308KO,2020-05-01,2020-05-31,1994,"271,64",30,,35,
0308KO,2020-06-01,2020-06-30,1958,"266,87",29,,35,
0308KO,2020-07-01,2020-07-31,2027,"276,01",30,,35,
0308KO,2020-08-01,2020-08-31,2038,"277,47",30,,35,
0308KO,2020-09-01,2020-09-30,1955,"266,48",29,,35,
0308KO,2020-10-01,2020-10-31,1988,"270,85",30,,35,
0308KO,2020-11-01,2020-11-30,1878,"248,79",29,,35,
0309BB,2018-01-01,2018-01-31,2998,"389,71",30,,35,
0309BB,2018-02-01,2018-02-28,2710,"353,54",27,,35,
0309BB,2018-03-01,2018-03-31,3001,"389,25",30,,35,
0309BB,2018-04-01,2018-04-30,2925,"380,08",29,,35,
0309BB,2018-05-01,2018-05-31,3045,"395,46",30,,35,
0309BB,2018-06-01,2018-06-30,2962,"384,88",29,,35,
0309BB,2018-07-01,2018-07-31,3053,"396,28",30,,35,
0309BB,2018-08-01,2018-08-31,3033,"394,39",30,,35,
0309BB,2018-09-01,2018-09-30,2888,"377,98",29,,35,
0309BB,2018-10-01,2018-10-31,2959,"386,75",30,,35,
0309BB,2018-11-01,2018-11-30,2855,"373,53",29,,35,
0309BB,2018-12-01,2018-12-31,2945,"384,13",30,,35,
0309BB,2019-01-01,2019-01-31,2960,"369,04",30,,35,
0309BB,2019-02-01,2019-02-28,2672,"334,61",27,,35,
0309BB,2019-03-01,2019-03-31,2960,"369,38",30,,35,
0309BB,2019-04-01,2019-04-30,2825,"353,24",29,,35,
0309BB,2019-05-01,2019-05-31,2929,"365,51",30,,35,
0309BB,2019-06-01,2019-06-30,2921,"365,39",29,,35,
0309BB,2019-07-01,2019-07-31,3013,"376,43",30,,35,
0309BB,2019-08-01,2019-08-31,3038,"379,18",30,,35,
0309BB,2019-09-01,2019-09-30,2877,"359,41",29,,35,
0309BB,2019-10-01,2019-10-31,2985,"372,39",30,,35,
0309BB,2019-11-01,2019-11-30,2855,"356,55",29,,35,
0309BB,2019-12-01,2019-12-31,2960,"369,24",30,,35,
0309BB,2020-01-01,2020-01-31,2959,"452,18",30,,35,
0309BB,2020-02-01,2020-02-29,2781,"425,71",28,,35,
0309BB,2020-03-01,2020-03-31,3038,"463,38",30,,35,
0309BB,2020-04-01,2020-04-30,2964,"451,06",29,,35,
0309BB,2020-05-01,2020-05-31,3053,"464,75",30,,35,
0309BB,2020-06-01,2020-06-30,2948,"449,33",29,,35,
0309BB,2020-07-01,2020-07-31,3080,"469,01",30,,35,
0309BB,2020-08-01,2020-08-31,3097,"472,15",30,,35,
0309BB,2020-09-01,2020-09-30,2960,"452,63",29,,35,
0309BB,2020-10-01,2020-10-31,3035,"463,98",30,,35,
0309BB,2020-11-01,2020-11-30,2978,"412,86",29,,35,
0309BR,2018-01-01,2018-01-31,2172,"248,81",30,,35,
0309BR,2018-02-01,2018-02-28,1992,"228,90",27,,35,
0309BR,2018-03-01,2018-03-31,2186,"250,30",30,,35,
0309BR,2018-04-01,2018-04-30,2166,"247,22",29,,35,
0309BR,2018-05-01,2018-05-31,2298,"260,81",30,,35,
0309BR,2018-06-01,2018-06-30,2261,"256,13",29,,35,
0309BR,2018-07-01,2018-07-31,2401,"270,47",30,,35,
0309BR,2018-08-01,2018-08-31,2450,"274,87",30,,35,
0309BR,2018-09-01,2018-09-30,2227,"254,86",29,,35,
0309BR,2018-10-01,2018-10-31,2229,"256,49",30,,35,
0309BR,2018-11-01,2018-11-30,2139,"246,82",29,,35,
0309BR,2018-12-01,2018-12-31,2212,"254,89",30,,35,
0309BR,2019-01-01,2019-01-31,2217,"249,57",30,,35,
0309BR,2019-02-01,2019-02-28,1994,"225,47",27,,35,
0309BR,2019-03-01,2019-03-31,2203,"248,06",30,,35,
0309BR,2019-04-01,2019-04-30,2162,"243,30",29,,35,
0309BR,2019-05-01,2019-05-31,2226,"250,35",30,,35,
0309BR,2019-06-01,2019-06-30,2333,"258,77",29,,35,
0309BR,2019-07-01,2019-07-31,2426,"268,94",30,,35,
0309BR,2019-08-01,2019-08-31,2426,"268,83",30,,35,
0309BR,2019-09-01,2019-09-30,2247,"251,63",29,,35,
0309BR,2019-10-01,2019-10-31,2224,"250,10",30,,35,
0309BR,2019-11-01,2019-11-30,2127,"239,94",29,,35,
0309BR,2019-12-01,2019-12-31,2195,"247,26",30,,35,
0309BR,2020-01-01,2020-01-31,2193,"291,99",30,,35,
0309BR,2020-02-01,2020-02-29,2031,"271,07",28,,35,
0309BR,2020-03-01,2020-03-31,2185,"289,52",30,,35,
0309BR,2020-04-01,2020-04-30,2138,"283,18",29,,35,
0309BR,2020-05-01,2020-05-31,2219,"293,46",30,,35,
0309BR,2020-06-01,2020-06-30,2204,"290,43",29,,35,
0309BR,2020-07-01,2020-07-31,2298,"292,86",30,,35,
0309BR,2020-08-01,2020-08-31,1935,"248,56",30,,35,
0309BR,2020-09-01,2020-09-30,1858,"239,21",29,,35,
0309BR,2020-10-01,2020-10-31,1887,"242,77",30,,35,
0309BR,2020-11-01,2020-11-30,1756,"216,87",29,,35,
0309KO,2018-01-01,2018-01-31,1177,"148,41",30,,35,
0309KO,2018-02-01,2018-02-28,1087,"137,57",27,,35,
0309KO,2018-03-01,2018-03-31,1197,"150,82",30,,35,
0309KO,2018-04-01,2018-04-30,1181,"148,89",29,,35,
0309KO,2018-05-01,2018-05-31,1268,"159,37",30,,35,
0309KO,2018-06-01,2018-06-30,1253,"157,57",29,,35,
0309KO,2018-07-01,2018-07-31,1323,"166,09",30,,35,
0309KO,2018-08-01,2018-08-31,1400,"175,38",30,,35,
0309KO,2018-09-01,2018-09-30,1274,"161,19",29,,35,
0309KO,2018-10-01,2018-10-31,1235,"156,46",30,,35,
0309KO,2018-11-01,2018-11-30,1180,"149,78",29,,35,
0309KO,2018-12-01,2018-12-31,1215,"154,03",30,,35,
0309KO,2019-01-01,2019-01-31,1217,"169,30",30,,35,
0309KO,2019-02-01,2019-02-28,1096,"153,13",27,,35,
0309KO,2019-03-01,2019-03-31,1212,"168,63",30,,35,
0309KO,2019-04-01,2019-04-30,1193,"166,09",29,,35,
0309KO,2019-05-01,2019-05-31,1246,"173,17",30,,35,
0309KO,2019-06-01,2019-06-30,1399,"193,62",29,,35,
0309KO,2019-07-01,2019-07-31,1374,"190,28",30,,35,
0309KO,2019-08-01,2019-08-31,1410,"195,09",30,,35,
0309KO,2019-09-01,2019-09-30,1276,"177,18",29,,35,
0309KO,2019-10-01,2019-10-31,1287,"178,65",30,,35,
0309KO,2019-11-01,2019-11-30,1236,"171,84",29,,35,
0309KO,2019-12-01,2019-12-31,1277,"177,32",30,,35,
0309KO,2020-01-01,2020-01-31,1271,"175,86",30,,35,
0309KO,2020-02-01,2020-02-29,1074,"149,77",28,,35,
0309KO,2020-03-01,2020-03-31,1110,"154,54",30,,35,
0309KO,2020-04-01,2020-04-30,1094,"152,42",29,,35,
0309KO,2020-05-01,2020-05-31,1334,"184,21",30,,35,
0309KO,2020-06-01,2020-06-30,1310,"181,03",29,,35,
0309KO,2020-07-01,2020-07-31,1360,"187,65",30,,35,
0309KO,2020-08-01,2020-08-31,1379,"190,17",30,,35,
0309KO,2020-09-01,2020-09-30,1284,"177,59",29,,35,
0309KO,2020-10-01,2020-10-31,1301,"179,84",30,,35,
0309KO,2020-11-01,2020-11-30,1259,"166,78",29,,35,
0310BB,2018-01-01,2018-01-31,1181,"169,35",30,,35,
0310BB,2018-02-01,2018-02-28,1071,"155,18",27,,35,
0310BB,2018-03-01,2018-03-31,1186,"169,95",30,,35,
0310BB,2018-04-01,2018-04-30,1165,"152,64",29,,35,
0310BB,2018-05-01,2018-05-31,1216,"159,46",30,,35,
0310BB,2018-06-01,2018-06-30,1158,"152,18",29,,35,
0310BB,2018-07-01,2018-07-31,1239,"162,69",30,,35,
0310BB,2018-08-01,2018-08-31,1251,"164,12",30,,35,
0310BB,2018-09-01,2018-09-30,1599,"207,90",29,,35,
0310BB,2018-10-01,2018-10-31,1650,"214,62",30,,35,
0310BB,2018-11-01,2018-11-30,1586,"206,39",29,,35,
0310BB,2018-12-01,2018-12-31,1596,"207,52",30,,35,
0310BB,2019-01-01,2019-01-31,1595,"197,72",30,,35,
0310BB,2019-02-01,2019-02-28,1417,"176,75",27,,35,
0310BB,2019-03-01,2019-03-31,1611,"200,06",30,,35,
0310BB,2019-04-01,2019-04-30,1584,"196,89",29,,35,
0310BB,2019-05-01,2019-05-31,1641,"203,44",30,,35,
0310BB,2019-06-01,2019-06-30,1600,"198,96",29,,35,
0310BB,2019-07-01,2019-07-31,1650,"204,92",30,,35,
0310BB,2019-08-01,2019-08-31,1617,"200,97",30,,35,
0310BB,2019-09-01,2019-09-30,1545,"192,16",29,,35,
0310BB,2019-10-01,2019-10-31,1590,"197,41",30,,35,
0310BB,2019-11-01,2019-11-30,1525,"189,66",29,,35,
0310BB,2019-12-01,2019-12-31,1573,"195,27",30,,35,
0310BB,2020-01-01,2020-01-31,1564,"223,39",30,,35,
0310BB,2020-02-01,2020-02-29,1504,"215,17",28,,35,
0310BB,2020-03-01,2020-03-31,1628,"232,52",30,,35,
0310BB,2020-04-01,2020-04-30,1581,"225,39",29,,35,
0310BB,2020-05-01,2020-05-31,1640,"233,49",30,,35,
0310BB,2020-06-01,2020-06-30,1603,"228,51",29,,35,
0310BB,2020-07-01,2020-07-31,1606,"228,17",30,,35,
0310BB,2020-08-01,2020-08-31,1488,"213,00",30,,35,
0310BB,2020-09-01,2020-09-30,1395,"199,85",29,,35,
0310BB,2020-10-01,2020-10-31,1403,"200,66",30,,35,
0310BB,2020-11-01,2020-11-30,1374,"190,13",29,,35,
0310BR,2018-01-01,2018-01-31,1020,"165,34",30,,35,
0310BR,2018-02-01,2018-02-28,890,"136,53",27,,35,
0310BR,2018-03-01,2018-03-31,1010,"165,44",30,,35,
0310BR,2018-04-01,2018-04-30,998,"203,19",29,,35,
0310BR,2018-05-01,2018-05-31,1042,"216,74",30,,35,
0310BR,2018-06-01,2018-06-30,1027,"216,39",29,,35,
0310BR,2018-07-01,2018-07-31,1061,"295,70",30,,35,
0310BR,2018-08-01,2018-08-31,1108,"334,17",30,,35,
0310BR,2018-09-01,2018-09-30,1007,"217,61",29,,35,
0310BR,2018-10-01,2018-10-31,1136,"152,34",30,,35,
0310BR,2018-11-01,2018-11-30,1172,"163,49",29,,35,
0310BR,2018-12-01,2018-12-31,981,"158,95",30,,35,
0310BR,2019-01-01,2019-01-31,860,"133,21",30,,35,
0310BR,2019-02-01,2019-02-28,918,"154,41",27,,35,
0310BR,2019-03-01,2019-03-31,957,"144,70",30,,35,
0310BR,2019-04-01,2019-04-30,1054,"225,87",29,,35,
0310BR,2019-05-01,2019-05-31,981,"429,09",30,,35,
0310BR,2019-06-01,2019-06-30,1023,"203,68",29,,35,
0310BR,2019-07-01,2019-07-31,1019,"279,21",30,,35,
0310BR,2019-08-01,2019-08-31,1149,"240,83",30,,35,
0310BR,2019-09-01,2019-09-30,991,"288,99",29,,35,
0310BR,2019-10-01,2019-10-31,1141,"196,14",30,,35,
0310BR,2019-11-01,2019-11-30,928,"187,64",29,,35,
0310BR,2019-12-01,2019-12-31,2034,"312,83",30,,35,
0310BR,2020-01-01,2020-01-31,911,"165,62",30,,35,
0310BR,2020-02-01,2020-02-29,1448,"261,65",28,,35,
0310BR,2020-03-01,2020-03-31,1363,"240,71",30,,35,
0310BR,2020-04-01,2020-04-30,1698,"386,80",29,,35,
0310BR,2020-05-01,2020-05-31,1434,"318,06",30,,35,
0310BR,2020-06-01,2020-06-30,1584,"347,69",29,,35,
0310BR,2020-07-01,2020-07-31,1774,"376,09",30,,35,
0310BR,2020-08-01,2020-08-31,1612,"354,64",30,,35,
0310BR,2020-09-01,2020-09-30,1416,"296,23",29,,35,
0310BR,2020-10-01,2020-10-31,1723,"738,82",30,,35,
0310BR,2020-11-01,2020-11-30,1573,"332,85",29,,35,
0310KO,2018-01-01,2018-05-31,5467,"777,84",150,,31,
0310KO,2018-06-01,2018-06-30,1089,"155,21",29,,31,
0310KO,2018-07-01,2018-07-31,1139,"161,31",30,,31,
0310KO,2018-08-01,2018-08-31,1161,"147,76",30,,31,
0310KO,2018-09-01,2018-09-30,1082,"139,09",29,,31,
0310KO,2018-10-01,2018-10-31,1090,"140,06",30,,31,
0310KO,2018-11-01,2018-11-30,1068,"137,39",29,,31,
0310KO,2018-12-01,2018-12-31,1135,"145,52",30,,31,
0310KO,2019-01-01,2019-01-31,1173,"164,63",30,,31,
0310KO,2019-02-01,2019-02-28,994,"140,71",27,,31,
0310KO,2019-03-01,2019-03-31,1072,"151,14",30,,31,
0310KO,2019-04-01,2019-04-30,1056,"149,00",29,,31,
0310KO,2019-05-01,2019-05-31,1084,"152,74",30,,31,
0310KO,2019-06-01,2019-06-30,1126,"158,35",29,,31,
0310KO,2019-07-01,2019-07-31,1386,"193,09",30,,31,
0310KO,2019-08-01,2019-08-31,1532,"212,60",30,,31,
0310KO,2019-09-01,2019-09-30,1424,"198,17",29,,31,
0310KO,2019-10-01,2019-10-31,1444,"200,84",30,,31,
0310KO,2019-11-01,2019-11-30,1368,"190,69",29,,31,
0310KO,2019-12-01,2019-12-31,1476,"205,12",30,,31,
0310KO,2020-01-01,2020-01-31,1506,"208,36",30,,31,
0310KO,2020-02-01,2020-02-29,1347,"187,29",28,,31,
0310KO,2020-03-01,2020-03-31,1446,"200,41",30,,31,
0310KO,2020-04-01,2020-04-30,1401,"194,45",29,,31,
0310KO,2020-05-01,2020-05-31,1445,"200,27",30,,31,
0310KO,2020-06-01,2020-06-30,1447,"200,54",29,,31,
0310KO,2020-07-01,2020-07-31,1517,"209,81",30,,31,
0310KO,2020-08-01,2020-08-31,1448,"200,67",30,,31,
0310KO,2020-09-01,2020-09-30,1318,"183,45",29,,31,
0310KO,2020-10-01,2020-10-31,1372,"190,60",30,,31,
0310KO,2020-11-01,2020-11-30,1380,"182,81",29,,31,
0311BB,2018-01-01,2018-01-31,1115,"148,16",30,,35,
0311BB,2018-02-01,2018-02-28,1022,"136,16",27,,35,
0311BB,2018-03-01,2018-03-31,1121,"149,04",30,,35,
0311BB,2018-04-01,2018-04-30,1099,"146,77",29,,35,
0311BB,2018-05-01,2018-05-31,1168,"156,14",30,,35,
0311BB,2018-06-01,2018-06-30,1140,"152,83",29,,35,
0311BB,2018-07-01,2018-07-31,1226,"163,50",30,,35,
0311BB,2018-08-01,2018-08-31,1127,"150,89",30,,35,
0311BB,2018-09-01,2018-09-30,1381,"183,52",29,,35,
0311BB,2018-10-01,2018-10-31,1650,"216,93",30,,35,
0311BB,2018-11-01,2018-11-30,1590,"209,30",29,,35,
0311BB,2018-12-01,2018-12-31,1632,"214,45",30,,35,
0311BB,2019-01-01,2019-01-31,1633,"205,30",30,,35,
0311BB,2019-02-01,2019-02-28,1478,"186,72",27,,35,
0311BB,2019-03-01,2019-03-31,1638,"205,88",30,,35,
0311BB,2019-04-01,2019-04-30,1388,"175,76",29,,35,
0311BB,2019-05-01,2019-05-31,1328,"168,59",30,,35,
0311BB,2019-06-01,2019-06-30,1318,"167,91",29,,35,
0311BB,2019-07-01,2019-07-31,1351,"171,72",30,,35,
0311BB,2019-08-01,2019-08-31,1353,"172,00",30,,35,
0311BB,2019-09-01,2019-09-30,1291,"164,34",29,,35,
0311BB,2019-10-01,2019-10-31,1332,"169,16",30,,35,
0311BB,2019-11-01,2019-11-30,1281,"162,99",29,,35,
0311BB,2019-12-01,2019-12-31,1316,"167,15",30,,35,
0311BB,2020-01-01,2020-01-31,1314,"191,75",30,,35,
0311BB,2020-02-01,2020-02-29,1231,"180,24",28,,35,
0311BB,2020-03-01,2020-03-31,1321,"192,87",30,,35,
0311BB,2020-04-01,2020-04-30,1288,"187,77",29,,35,
0311BB,2020-05-01,2020-05-31,1333,"193,97",30,,35,
0311BB,2020-06-01,2020-06-30,1304,"190,00",29,,35,
0311BB,2020-07-01,2020-07-31,1357,"196,24",30,,35,
0311BB,2020-08-01,2020-08-31,1355,"200,42",30,,35,
0311BB,2020-09-01,2020-09-30,1293,"188,58",29,,35,
0311BB,2020-10-01,2020-10-31,1298,"189,04",30,,35,
0311BB,2020-11-01,2020-11-30,1228,"169,71",29,,35,
0311BR,2018-01-01,2018-06-17,5972,"740,25",167,,3,
0311BR,2018-06-18,2018-12-31,6958,"865,18",196,,3,
0311BR,2019-01-01,2019-12-31,12549,"1 539,53",364,,3,
0311KO,2018-01-01,2018-01-31,1421,"176,01",30,,35,
0311KO,2018-02-01,2018-02-28,2023,"248,54",27,,35,
0311KO,2018-03-01,2018-03-31,2081,"255,53",30,,35,
0311KO,2018-04-01,2018-04-30,1731,"213,36",29,,35,
0311KO,2018-05-01,2018-05-31,1806,"222,39",30,,35,
0311KO,2018-06-01,2018-06-30,1788,"220,23",29,,35,
0311KO,2018-07-01,2018-07-31,1912,"235,30",30,,35,
0311KO,2018-08-01,2018-08-31,1741,"214,68",30,,35,
0311KO,2018-09-01,2018-09-30,1770,"219,57",29,,35,
0311KO,2018-10-01,2018-10-31,1829,"226,73",30,,35,
0311KO,2018-11-01,2018-11-30,1917,"237,41",29,,35,
0311KO,2018-12-01,2018-12-31,2353,"290,32",30,,35,
0311KO,2019-01-01,2019-01-31,2461,"333,69",30,,35,
0311KO,2019-02-01,2019-02-28,1975,"268,75",27,,35,
0311KO,2019-03-01,2019-03-31,1922,"261,67",30,,35,
0311KO,2019-04-01,2019-04-30,1769,"241,22",29,,35,
0311KO,2019-05-01,2019-05-31,1809,"246,57",30,,35,
0311KO,2019-06-01,2019-06-30,1908,"259,80",29,,35,
0311KO,2019-07-01,2019-07-31,1883,"256,46",30,,35,
0311KO,2019-08-01,2019-08-31,1917,"261,00",30,,35,
0311KO,2019-09-01,2019-09-30,1751,"238,82",29,,35,
0311KO,2019-10-01,2019-10-31,1854,"252,58",30,,35,
0311KO,2019-11-01,2019-11-30,1843,"251,11",29,,35,
0311KO,2019-12-01,2019-12-31,2169,"294,67",30,,35,
0311KO,2020-01-01,2020-01-31,2356,"317,56",30,,35,
0311KO,2020-02-01,2020-02-29,1984,"268,28",28,,35,
0311KO,2020-03-01,2020-03-31,1975,"267,09",30,,35,
0311KO,2020-04-01,2020-04-30,1795,"243,24",29,,35,
0311KO,2020-05-01,2020-05-31,1829,"247,74",30,,35,
0311KO,2020-06-01,2020-06-30,1819,"246,42",29,,35,
0311KO,2020-07-01,2020-07-31,1928,"260,86",30,,35,
0311KO,2020-08-01,2020-08-31,1955,"264,44",30,,35,
0311KO,2020-09-01,2020-09-30,1864,"252,38",29,,35,
0311KO,2020-10-01,2020-10-31,2159,"291,46",30,,35,
0311KO,2020-11-01,2020-11-30,2189,"295,44",29,,35,
0312BB,2018-01-01,2018-12-31,6420,"1 014,65",364,,24,
0312BB,2019-01-01,2019-01-31,557,"87,06",30,,24,
0312BB,2019-02-01,2019-02-28,487,"68,15",27,,24,
0312BB,2019-03-01,2019-03-31,528,"73,16",30,,24,
0312BB,2019-04-01,2019-04-30,513,"71,30",29,,24,
0312BB,2019-05-01,2019-05-31,530,"73,24",30,,24,
0312BB,2019-06-01,2019-06-30,548,"76,00",29,,24,
0312BB,2019-07-01,2019-07-31,551,"76,09",30,,24,
0312BB,2019-08-01,2019-08-31,557,"76,81",30,,24,
0312BB,2019-09-01,2019-09-30,522,"72,38",29,,24,
0312BB,2019-10-01,2019-10-31,534,"73,74",30,,24,
0312BB,2019-11-01,2019-11-30,513,"71,30",29,,24,
0312BB,2019-12-01,2019-12-31,537,"73,97",30,,24,
0312BB,2020-01-01,2020-01-31,534,"83,82",30,,24,
0312BB,2020-02-01,2020-02-29,497,"78,97",28,,24,
0312BB,2020-03-01,2020-03-31,541,"84,95",30,,24,
0312BB,2020-04-01,2020-04-30,520,"81,90",29,,24,
0312BB,2020-05-01,2020-05-31,536,"85,81",30,,24,
0312BB,2020-06-01,2020-06-30,527,"83,03",29,,24,
0312BB,2020-07-01,2020-07-31,547,"85,82",30,,24,
0312BB,2020-08-01,2020-08-31,571,"89,68",30,,24,
0312BB,2020-09-01,2020-09-30,544,"85,34",29,,24,
0312BB,2020-10-01,2020-10-31,561,"87,52",30,,24,
0312BB,2020-11-01,2020-11-30,528,"72,83",29,,24,
0312BR,2018-01-01,2018-09-25,16778,"1 896,32",267,,3,
0312BR,2018-09-26,2018-12-31,6075,"690,76",96,,3,
0312BR,2019-01-01,2019-12-31,22766,"2 530,94",364,,3,
0312KO,2018-01-01,2018-01-31,1814,"226,96",30,,35,
0312KO,2018-02-01,2018-02-28,1637,"205,63",27,,35,
0312KO,2018-03-01,2018-03-31,1816,"227,20",30,,35,
0312KO,2018-04-01,2018-04-30,1805,"225,87",29,,35,
0312KO,2018-05-01,2018-05-31,1806,"225,99",30,,35,
0312KO,2018-06-01,2018-06-30,1715,"215,03",29,,35,
0312KO,2018-07-01,2018-07-31,1793,"224,55",30,,35,
0312KO,2018-08-01,2018-08-31,1808,"226,36",30,,35,
0312KO,2018-09-01,2018-09-30,1710,"215,89",29,,35,
0312KO,2018-10-01,2018-10-31,1743,"219,90",30,,35,
0312KO,2018-11-01,2018-11-30,1673,"211,40",29,,35,
0312KO,2018-12-01,2018-12-31,1718,"216,86",30,,35,
0312KO,2019-01-01,2019-01-31,1712,"237,26",30,,35,
0312KO,2019-02-01,2019-02-28,1544,"214,81",27,,35,
0312KO,2019-03-01,2019-03-31,1723,"238,73",30,,35,
0312KO,2019-04-01,2019-04-30,1674,"232,18",29,,35,
0312KO,2019-05-01,2019-05-31,1787,"247,28",30,,35,
0312KO,2019-06-01,2019-06-30,1853,"256,10",29,,35,
0312KO,2019-07-01,2019-07-31,1888,"260,78",30,,35,
0312KO,2019-08-01,2019-08-31,1905,"263,05",30,,35,
0312KO,2019-09-01,2019-09-30,1799,"248,88",29,,35,
0312KO,2019-10-01,2019-10-31,1855,"256,37",30,,35,
0312KO,2019-11-01,2019-11-30,1779,"246,21",29,,35,
0312KO,2019-12-01,2019-12-31,1817,"251,29",30,,35,
0312KO,2020-01-01,2020-01-31,1821,"250,77",30,,35,
0312KO,2020-02-01,2020-02-29,1705,"235,40",28,,35,
0312KO,2020-03-01,2020-03-31,1840,"253,28",30,,35,
0312KO,2020-04-01,2020-04-30,1801,"248,12",29,,35,
0312KO,2020-05-01,2020-05-31,1864,"256,46",30,,35,
0312KO,2020-06-01,2020-06-30,1830,"251,96",29,,35,
0312KO,2020-07-01,2020-07-31,1908,"262,29",30,,35,
0312KO,2020-08-01,2020-08-31,1925,"264,54",30,,35,
